Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Zinc Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Brass Block
appliedenergistics2:facade:0, Cable Facade - Adobe Brick
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Halite Salt Ore
appliedenergistics2:facade:0, Cable Facade - Fire Salt Ore
appliedenergistics2:facade:0, Cable Facade - Void Salt Ore
appliedenergistics2:facade:0, Cable Facade - Solid (0 ~ Natural Floor)
appliedenergistics2:facade:0, Cable Facade - Solid (1 ~ Barrier)
appliedenergistics2:facade:0, Cable Facade - Solid (2)
appliedenergistics2:facade:0, Cable Facade - Solid (3)
appliedenergistics2:facade:0, Cable Facade - Solid (4)
appliedenergistics2:facade:0, Cable Facade - Solid (5)
appliedenergistics2:facade:0, Cable Facade - Solid (6)
appliedenergistics2:facade:0, Cable Facade - Solid (7)
appliedenergistics2:facade:0, Cable Facade - Solid (8)
appliedenergistics2:facade:0, Cable Facade - Solid (9)
appliedenergistics2:facade:0, Cable Facade - Solid (10)
appliedenergistics2:facade:0, Cable Facade - Solid (11)
appliedenergistics2:facade:0, Cable Facade - Solid (12)
appliedenergistics2:facade:0, Cable Facade - Solid (13)
appliedenergistics2:facade:0, Cable Facade - Solid (14)
appliedenergistics2:facade:0, Cable Facade - Solid (15)
appliedenergistics2:facade:0, Cable Facade - Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Andesite Pillar
appliedenergistics2:facade:0, Cable Facade - Diorite Pillar
appliedenergistics2:facade:0, Cable Facade - Granite Pillar
appliedenergistics2:facade:0, Cable Facade - Slate Pillar
appliedenergistics2:facade:0, Cable Facade - Slate
appliedenergistics2:facade:0, Cable Facade - Slate Roof
appliedenergistics2:facade:0, Cable Facade - Slate Tile
appliedenergistics2:facade:0, Cable Facade - Slate Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Slate
appliedenergistics2:facade:0, Cable Facade - Clay Wall
appliedenergistics2:facade:0, Cable Facade - Crossed Clay Wall
appliedenergistics2:facade:0, Cable Facade - Diagonal Clay Wall
appliedenergistics2:facade:0, Cable Facade - White Painted Wood
appliedenergistics2:facade:0, Cable Facade - Orange Painted Wood
appliedenergistics2:facade:0, Cable Facade - Magenta Painted Wood
appliedenergistics2:facade:0, Cable Facade - Light Blue Painted Wood
appliedenergistics2:facade:0, Cable Facade - Yellow Painted Wood
appliedenergistics2:facade:0, Cable Facade - Lime Painted Wood
appliedenergistics2:facade:0, Cable Facade - Pink Painted Wood
appliedenergistics2:facade:0, Cable Facade - Gray Painted Wood
appliedenergistics2:facade:0, Cable Facade - Light Gray Painted Wood
appliedenergistics2:facade:0, Cable Facade - Cyan Painted Wood
appliedenergistics2:facade:0, Cable Facade - Purple Painted Wood
appliedenergistics2:facade:0, Cable Facade - Blue Painted Wood
appliedenergistics2:facade:0, Cable Facade - Brown Painted Wood
appliedenergistics2:facade:0, Cable Facade - Green Painted Wood
appliedenergistics2:facade:0, Cable Facade - Red Painted Wood
appliedenergistics2:facade:0, Cable Facade - Black Painted Wood
appliedenergistics2:facade:0, Cable Facade - Fertile Soil
appliedenergistics2:facade:0, Cable Facade - Olive Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ironwood Planks
appliedenergistics2:facade:0, Cable Facade - Olive Wood
appliedenergistics2:facade:0, Cable Facade - Ironwood
appliedenergistics2:facade:0, Cable Facade - Reinforced Metal Block
appliedenergistics2:facade:0, Cable Facade - Fir Wood
appliedenergistics2:facade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:facade:0, Cable Facade - Frame-Block
appliedenergistics2:facade:0, Cable Facade - HardenedRedSand
appliedenergistics2:facade:0, Cable Facade - HardenedSand
appliedenergistics2:facade:0, Cable Facade - HardenedGravel
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Coal-Block
appliedenergistics2:facade:0, Cable Facade - Coal-Block
appliedenergistics2:facade:0, Cable Facade - Coal-Block
appliedenergistics2:facade:0, Cable Facade - Coal-Block
appliedenergistics2:facade:0, Cable Facade - Coal-Block
appliedenergistics2:facade:0, Cable Facade - Coal-Block
appliedenergistics2:facade:0, Cable Facade - Coal-Block
appliedenergistics2:facade:0, Cable Facade - CoarseDirt
appliedenergistics2:facade:0, Cable Facade - CoarseDirt
appliedenergistics2:facade:0, Cable Facade - CoarseDirt
appliedenergistics2:facade:0, Cable Facade - CoarseDirt
appliedenergistics2:facade:0, Cable Facade - CoarseDirt
appliedenergistics2:facade:0, Cable Facade - CoarseDirt
appliedenergistics2:facade:0, Cable Facade - CoarseDirt
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cobblestonemossy
appliedenergistics2:facade:0, Cable Facade - Cobblestonemossy
appliedenergistics2:facade:0, Cable Facade - Cobblestonemossy
appliedenergistics2:facade:0, Cable Facade - Cobblestonemossy
appliedenergistics2:facade:0, Cable Facade - Cobblestonemossy
appliedenergistics2:facade:0, Cable Facade - Cobblestonemossy
appliedenergistics2:facade:0, Cable Facade - Cobblestonemossy
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - EmeraldBlock
appliedenergistics2:facade:0, Cable Facade - EmeraldBlock
appliedenergistics2:facade:0, Cable Facade - EmeraldBlock
appliedenergistics2:facade:0, Cable Facade - EmeraldBlock
appliedenergistics2:facade:0, Cable Facade - EmeraldBlock
appliedenergistics2:facade:0, Cable Facade - EmeraldBlock
appliedenergistics2:facade:0, Cable Facade - EmeraldBlock
appliedenergistics2:facade:0, Cable Facade - EndBricks
appliedenergistics2:facade:0, Cable Facade - EndBricks
appliedenergistics2:facade:0, Cable Facade - EndBricks
appliedenergistics2:facade:0, Cable Facade - EndBricks
appliedenergistics2:facade:0, Cable Facade - EndBricks
appliedenergistics2:facade:0, Cable Facade - EndBricks
appliedenergistics2:facade:0, Cable Facade - EndBricks
appliedenergistics2:facade:0, Cable Facade - EndStone
appliedenergistics2:facade:0, Cable Facade - EndStone
appliedenergistics2:facade:0, Cable Facade - EndStone
appliedenergistics2:facade:0, Cable Facade - EndStone
appliedenergistics2:facade:0, Cable Facade - EndStone
appliedenergistics2:facade:0, Cable Facade - EndStone
appliedenergistics2:facade:0, Cable Facade - EndStone
appliedenergistics2:facade:0, Cable Facade - BlockofGold
appliedenergistics2:facade:0, Cable Facade - BlockofGold
appliedenergistics2:facade:0, Cable Facade - BlockofGold
appliedenergistics2:facade:0, Cable Facade - BlockofGold
appliedenergistics2:facade:0, Cable Facade - BlockofGold
appliedenergistics2:facade:0, Cable Facade - BlockofGold
appliedenergistics2:facade:0, Cable Facade - BlockofGold
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Hardenedclay
appliedenergistics2:facade:0, Cable Facade - Hardenedclay
appliedenergistics2:facade:0, Cable Facade - Hardenedclay
appliedenergistics2:facade:0, Cable Facade - Hardenedclay
appliedenergistics2:facade:0, Cable Facade - Hardenedclay
appliedenergistics2:facade:0, Cable Facade - Hardenedclay
appliedenergistics2:facade:0, Cable Facade - Hardenedclay
appliedenergistics2:facade:0, Cable Facade - Packedice
appliedenergistics2:facade:0, Cable Facade - Packedice
appliedenergistics2:facade:0, Cable Facade - Packedice
appliedenergistics2:facade:0, Cable Facade - Packedice
appliedenergistics2:facade:0, Cable Facade - Packedice
appliedenergistics2:facade:0, Cable Facade - Packedice
appliedenergistics2:facade:0, Cable Facade - Packedice
appliedenergistics2:facade:0, Cable Facade - BlockofIron
appliedenergistics2:facade:0, Cable Facade - BlockofIron
appliedenergistics2:facade:0, Cable Facade - BlockofIron
appliedenergistics2:facade:0, Cable Facade - BlockofIron
appliedenergistics2:facade:0, Cable Facade - BlockofIron
appliedenergistics2:facade:0, Cable Facade - BlockofIron
appliedenergistics2:facade:0, Cable Facade - BlockofIron
appliedenergistics2:facade:0, Cable Facade - LapisBlock
appliedenergistics2:facade:0, Cable Facade - LapisBlock
appliedenergistics2:facade:0, Cable Facade - LapisBlock
appliedenergistics2:facade:0, Cable Facade - LapisBlock
appliedenergistics2:facade:0, Cable Facade - LapisBlock
appliedenergistics2:facade:0, Cable Facade - LapisBlock
appliedenergistics2:facade:0, Cable Facade - LapisBlock
appliedenergistics2:facade:0, Cable Facade - Netherbricks
appliedenergistics2:facade:0, Cable Facade - Netherbricks
appliedenergistics2:facade:0, Cable Facade - Netherbricks
appliedenergistics2:facade:0, Cable Facade - Netherbricks
appliedenergistics2:facade:0, Cable Facade - Netherbricks
appliedenergistics2:facade:0, Cable Facade - Netherbricks
appliedenergistics2:facade:0, Cable Facade - Netherbricks
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Acaciaplanks
appliedenergistics2:facade:0, Cable Facade - Acaciaplanks
appliedenergistics2:facade:0, Cable Facade - Acaciaplanks
appliedenergistics2:facade:0, Cable Facade - Acaciaplanks
appliedenergistics2:facade:0, Cable Facade - Acaciaplanks
appliedenergistics2:facade:0, Cable Facade - Acaciaplanks
appliedenergistics2:facade:0, Cable Facade - Acaciaplanks
appliedenergistics2:facade:0, Cable Facade - Bigoakplanks
appliedenergistics2:facade:0, Cable Facade - Bigoakplanks
appliedenergistics2:facade:0, Cable Facade - Bigoakplanks
appliedenergistics2:facade:0, Cable Facade - Bigoakplanks
appliedenergistics2:facade:0, Cable Facade - Bigoakplanks
appliedenergistics2:facade:0, Cable Facade - Bigoakplanks
appliedenergistics2:facade:0, Cable Facade - Bigoakplanks
appliedenergistics2:facade:0, Cable Facade - Birchplanks
appliedenergistics2:facade:0, Cable Facade - Birchplanks
appliedenergistics2:facade:0, Cable Facade - Birchplanks
appliedenergistics2:facade:0, Cable Facade - Birchplanks
appliedenergistics2:facade:0, Cable Facade - Birchplanks
appliedenergistics2:facade:0, Cable Facade - Birchplanks
appliedenergistics2:facade:0, Cable Facade - Birchplanks
appliedenergistics2:facade:0, Cable Facade - Jungleplanks
appliedenergistics2:facade:0, Cable Facade - Jungleplanks
appliedenergistics2:facade:0, Cable Facade - Jungleplanks
appliedenergistics2:facade:0, Cable Facade - Jungleplanks
appliedenergistics2:facade:0, Cable Facade - Jungleplanks
appliedenergistics2:facade:0, Cable Facade - Jungleplanks
appliedenergistics2:facade:0, Cable Facade - Jungleplanks
appliedenergistics2:facade:0, Cable Facade - oakplanks
appliedenergistics2:facade:0, Cable Facade - oakplanks
appliedenergistics2:facade:0, Cable Facade - oakplanks
appliedenergistics2:facade:0, Cable Facade - oakplanks
appliedenergistics2:facade:0, Cable Facade - oakplanks
appliedenergistics2:facade:0, Cable Facade - oakplanks
appliedenergistics2:facade:0, Cable Facade - oakplanks
appliedenergistics2:facade:0, Cable Facade - spruceplanks
appliedenergistics2:facade:0, Cable Facade - spruceplanks
appliedenergistics2:facade:0, Cable Facade - spruceplanks
appliedenergistics2:facade:0, Cable Facade - spruceplanks
appliedenergistics2:facade:0, Cable Facade - spruceplanks
appliedenergistics2:facade:0, Cable Facade - spruceplanks
appliedenergistics2:facade:0, Cable Facade - spruceplanks
appliedenergistics2:facade:0, Cable Facade - Prismarineebricks
appliedenergistics2:facade:0, Cable Facade - Prismarineebricks
appliedenergistics2:facade:0, Cable Facade - Prismarineebricks
appliedenergistics2:facade:0, Cable Facade - Prismarineebricks
appliedenergistics2:facade:0, Cable Facade - Prismarineebricks
appliedenergistics2:facade:0, Cable Facade - Prismarineebricks
appliedenergistics2:facade:0, Cable Facade - Prismarineebricks
appliedenergistics2:facade:0, Cable Facade - DarkPrismarinee
appliedenergistics2:facade:0, Cable Facade - DarkPrismarinee
appliedenergistics2:facade:0, Cable Facade - DarkPrismarinee
appliedenergistics2:facade:0, Cable Facade - DarkPrismarinee
appliedenergistics2:facade:0, Cable Facade - DarkPrismarinee
appliedenergistics2:facade:0, Cable Facade - DarkPrismarinee
appliedenergistics2:facade:0, Cable Facade - DarkPrismarinee
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - RedSand
appliedenergistics2:facade:0, Cable Facade - RedSand
appliedenergistics2:facade:0, Cable Facade - RedSand
appliedenergistics2:facade:0, Cable Facade - RedSand
appliedenergistics2:facade:0, Cable Facade - RedSand
appliedenergistics2:facade:0, Cable Facade - RedSand
appliedenergistics2:facade:0, Cable Facade - RedSand
appliedenergistics2:facade:0, Cable Facade - BlockofRedstone
appliedenergistics2:facade:0, Cable Facade - BlockofRedstone
appliedenergistics2:facade:0, Cable Facade - BlockofRedstone
appliedenergistics2:facade:0, Cable Facade - BlockofRedstone
appliedenergistics2:facade:0, Cable Facade - BlockofRedstone
appliedenergistics2:facade:0, Cable Facade - BlockofRedstone
appliedenergistics2:facade:0, Cable Facade - BlockofRedstone
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - SlimeBlock
appliedenergistics2:facade:0, Cable Facade - SlimeBlock
appliedenergistics2:facade:0, Cable Facade - SlimeBlock
appliedenergistics2:facade:0, Cable Facade - SlimeBlock
appliedenergistics2:facade:0, Cable Facade - SlimeBlock
appliedenergistics2:facade:0, Cable Facade - SlimeBlock
appliedenergistics2:facade:0, Cable Facade - SlimeBlock
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - SoulSand
